reseller_id,onboarding_date,city_tier,total_gmv,orders_last_30_days,avg_order_value,category_focus,social_shares,buyer_network_size,return_rate,days_since_last_sale,completed_onboarding_training,engagement_score,monetization_score,churn_risk_score,reseller_segment_fixed
1215,2/26/2024,Tier4+,938,0,555,Home,5,0,0.05,76,FALSE,2,41,45,Low-Engagement Reseller
1216,6/20/2023,Tier3,82044,0,482,Home,0,0,0.07,108,FALSE,0,119,51,Ghost Reseller
1217,2/9/2024,Tier4+,5997,1,440,Home,38,14,0.08,25,TRUE,51,41,33,Niche Specialist
1218,10/12/2024,Tier3,2558,0,587,Mixed,5,4,0.15,290,FALSE,2,42,86,Low-Engagement Reseller
1219,5/29/2023,Tier3,4977,0,777,Fashion,1,0,0.07,127,FALSE,0,53,54,Low-Engagement Reseller
1220,4/5/2023,Tier2,1968,0,598,Beauty,5,5,0.14,195,FALSE,2,42,67,Low-Engagement Reseller
1221,5/31/2024,Tier3,11345,0,425,Home,4,0,0.12,195,FALSE,1,45,67,Ghost Reseller
1222,3/20/2023,Tier2,5225,0,357,Fashion,1,5,0.13,222,TRUE,40,36,73,Ghost Reseller
1223,3/12/2023,Tier3,4100,0,765,Fashion,1,0,0.07,186,FALSE,0,51,66,Low-Engagement Reseller
1224,11/25/2024,Tier3,7832,5,671,Mixed,16,2,0.14,23,FALSE,5,50,27,Low-Engagement Reseller
1225,1/14/2024,Tier3,903,0,484,Fashion,4,2,0.07,287,TRUE,41,38,85,Low-Engagement Reseller
1226,12/15/2023,Tier2,2319,0,332,Home,4,0,0.13,304,TRUE,41,32,88,Niche Specialist
1227,8/10/2024,Tier3,6259,0,524,Fashion,4,0,0.06,72,TRUE,41,45,44,Ghost Reseller
1228,8/25/2024,Tier3,2065,2,458,Fashion,102,29,0.08,20,FALSE,31,38,31,Social Catalyst
1229,12/1/2023,Tier3,792,2,415,Fashion,116,30,0.07,0,FALSE,35,35,27,Social Catalyst
1230,4/13/2023,Tier4+,9818,0,730,Fashion,3,2,0.09,244,FALSE,1,55,77,Ghost Reseller
1231,3/22/2024,Tier3,1252,5,469,Beauty,66,23,0.09,6,FALSE,20,37,24,Low-Engagement Reseller
1232,1/4/2023,Tier4+,2798,2,407,Beauty,178,57,0.09,30,FALSE,53,36,33,Niche Specialist
1233,6/26/2023,Tier3,1174,0,418,Beauty,4,0,0.11,308,FALSE,1,35,89,Low-Engagement Reseller
1234,8/24/2023,Tier2,5229,0,428,Fashion,1,0,0.08,112,TRUE,40,40,51,Ghost Reseller
1235,8/22/2023,Tier3,1636,0,336,Home,5,0,0.12,304,FALSE,2,32,88,Low-Engagement Reseller
1236,6/7/2023,Tier3,1820,0,588,Home,5,7,0.09,192,FALSE,2,42,67,Low-Engagement Reseller
1237,3/3/2024,Tier2,11462,0,335,Home,4,0,0.15,176,FALSE,1,41,64,Ghost Reseller
1238,1/26/2024,Tier3,5227,2,504,Home,157,49,0.15,20,FALSE,47,41,31,Niche Specialist
1239,10/15/2024,Tier4+,22311,4,672,Fashion,197,61,0.11,14,FALSE,59,65,27,Social Catalyst
1240,12/25/2024,Tier3,7319,0,365,Fashion,0,1,0.12,73,TRUE,40,39,44,Ghost Reseller
1241,8/23/2023,Tier3,19998,2,497,Beauty,140,42,0.14,10,FALSE,42,56,29,Niche Specialist
1242,7/19/2024,Tier4+,14239,2,611,Home,104,31,0.07,24,TRUE,71,56,32,Niche Specialist
1243,9/30/2024,Tier4+,15339,0,746,Mixed,3,0,0.07,121,FALSE,1,62,53,Ghost Reseller
1244,1/6/2023,Tier4+,5504,0,381,Mixed,0,2,0.11,315,FALSE,0,38,90,Ghost Reseller
1245,1/17/2023,Tier3,13102,0,697,Fashion,1,2,0.09,189,FALSE,0,57,66,Ghost Reseller
1246,2/10/2023,Tier3,15357,0,352,Fashion,4,5,0.13,231,FALSE,1,46,74,Ghost Reseller
1247,11/5/2023,Tier3,5167,0,313,Mixed,5,2,0.14,237,TRUE,42,34,75,Ghost Reseller
1248,12/21/2023,Tier4+,2581,0,429,Fashion,3,5,0.13,255,FALSE,1,36,79,Low-Engagement Reseller
1249,9/20/2023,Tier3,3389,0,557,Home,0,0,0.11,241,TRUE,40,42,76,Niche Specialist
1250,1/14/2024,Tier3,3535,0,309,Fashion,0,0,0.09,336,TRUE,40,33,94,Low-Engagement Reseller
1251,12/26/2024,Tier3,650,4,666,Fashion,25,8,0.14,23,TRUE,48,43,28,Low-Engagement Reseller
1252,1/27/2023,Tier4+,6172,3,543,Mixed,141,40,0.07,10,FALSE,42,45,27,Low-Engagement Reseller
1253,8/27/2024,Tier3,355,0,446,Fashion,0,2,0.07,268,TRUE,40,36,81,Low-Engagement Reseller
1254,5/31/2023,Tier4+,1451,0,679,Fashion,1,4,0.05,184,TRUE,40,46,65,Low-Engagement Reseller
1255,1/22/2024,Tier4+,2643,0,635,Fashion,5,0,0.07,208,FALSE,2,45,70,Low-Engagement Reseller
1256,12/11/2023,Tier2,2834,0,464,Beauty,1,4,0.13,250,TRUE,40,38,78,Niche Specialist
1257,11/22/2023,Tier4+,8972,0,705,Mixed,5,3,0.11,256,FALSE,2,53,79,Ghost Reseller
1258,10/6/2023,Tier4+,1997,0,537,Fashion,0,1,0.08,40,TRUE,40,41,38,Low-Engagement Reseller
1259,3/21/2024,Tier4+,10973,1,662,Home,102,29,0.07,5,FALSE,31,54,29,Niche Specialist
1260,6/26/2024,Tier3,6189,13,778,Fashion,131,41,0.06,23,FALSE,39,54,15,Social Catalyst
1261,5/1/2023,Tier3,4463,3,401,Mixed,114,39,0.07,23,TRUE,74,38,30,Low-Engagement Reseller
1262,4/26/2024,Tier2,2195,0,565,Fashion,0,0,0.06,207,FALSE,0,42,70,Low-Engagement Reseller
1263,5/19/2023,Tier3,5598,0,789,Fashion,1,0,0.15,106,TRUE,40,52,50,Ghost Reseller
1264,11/13/2023,Tier2,3531,0,382,Fashion,0,2,0.08,317,FALSE,0,36,91,Low-Engagement Reseller
1265,8/3/2023,Tier3,13076,5,400,Fashion,143,41,0.09,9,FALSE,43,46,24,Super-Spreader
1266,7/23/2023,Tier3,9793,0,313,Fashion,1,3,0.15,296,FALSE,0,39,87,Ghost Reseller
1267,4/20/2024,Tier3,4755,2,358,Fashion,136,43,0.05,21,TRUE,81,37,31,Social Catalyst
1268,1/8/2023,Tier4+,2354,1,355,Fashion,163,45,0.08,18,FALSE,49,34,32,Social Catalyst
1269,8/30/2024,Tier2,12823,1,542,Fashion,142,41,0.11,9,TRUE,83,51,30,Social Catalyst
1270,3/22/2023,Tier4+,2780,16,770,Fashion,143,40,0.11,15,TRUE,83,49,9,Social Catalyst
1271,2/25/2023,Tier3,5718,0,569,Home,4,5,0.08,187,FALSE,1,45,66,Ghost Reseller
1272,8/26/2024,Tier4+,22124,1,768,Home,165,49,0.13,22,TRUE,90,68,33,Niche Specialist
1273,7/27/2023,Tier4+,8128,1,413,Fashion,37,8,0.14,5,TRUE,51,41,29,Low-Engagement Reseller
1274,10/19/2023,Tier3,3997,0,530,Fashion,2,0,0.05,341,FALSE,1,43,95,Low-Engagement Reseller
1275,10/30/2023,Tier4+,4431,0,439,Fashion,3,0,0.13,206,FALSE,1,38,70,Low-Engagement Reseller
1276,3/26/2024,Tier3,8863,2,369,Fashion,159,50,0.07,0,FALSE,48,41,27,Social Catalyst
1277,1/19/2024,Tier4+,3565,0,552,Home,2,4,0.07,122,TRUE,41,43,53,Niche Specialist
1278,8/3/2023,Tier4+,2180,0,548,Fashion,0,0,0.07,133,TRUE,40,41,56,Low-Engagement Reseller
1279,2/25/2023,Tier4+,14210,0,643,Mixed,4,0,0.13,272,FALSE,1,56,82,Ghost Reseller
1280,4/6/2024,Tier4+,2785,2,750,Beauty,13,9,0.09,7,TRUE,44,49,28,Niche Specialist
1281,4/27/2024,Tier2,15302,0,380,Home,0,0,0.07,140,TRUE,40,48,57,Ghost Reseller
1282,9/18/2023,Tier4+,1957,1,517,Fashion,143,44,0.1,18,TRUE,83,39,32,Social Catalyst
1283,3/1/2024,Tier3,3634,0,340,Beauty,0,0,0.09,91,FALSE,0,35,47,Niche Specialist
1284,6/3/2023,Tier3,27100,0,490,Home,2,6,0.12,342,FALSE,1,63,96,Ghost Reseller
1285,1/1/2023,Tier2,11149,2,794,Fashion,113,38,0.1,21,FALSE,34,59,31,Social Catalyst
1286,4/21/2023,Tier4+,911,0,763,Home,1,0,0.11,35,TRUE,40,47,37,Low-Engagement Reseller
1287,11/24/2023,Tier3,16550,0,674,Mixed,1,0,0.06,236,FALSE,0,61,75,Ghost Reseller
1288,7/27/2023,Tier2,2284,2,418,Beauty,176,53,0.14,21,TRUE,93,35,31,Niche Specialist
1289,6/19/2024,Tier3,3319,2,709,Fashion,139,40,0.09,28,FALSE,42,48,32,Social Catalyst
1290,4/17/2023,Tier3,3848,0,329,Beauty,3,2,0.15,125,FALSE,1,33,54,Niche Specialist
1291,2/7/2024,Tier4+,15402,0,650,Home,3,1,0.15,106,FALSE,1,57,50,Ghost Reseller
1292,9/30/2024,Tier3,1144,0,768,Fashion,3,6,0.06,284,TRUE,41,49,84,Low-Engagement Reseller
1293,9/22/2024,Tier3,1169,1,505,Home,74,21,0.06,14,TRUE,62,39,31,Low-Engagement Reseller
1294,2/1/2023,Tier4+,1403,0,435,Fashion,1,0,0.13,252,FALSE,0,35,78,Low-Engagement Reseller
1295,10/3/2024,Tier3,5154,0,625,Fashion,1,1,0.08,266,FALSE,0,47,81,Ghost Reseller
1296,6/7/2023,Tier4+,3098,0,380,Fashion,5,3,0.07,139,FALSE,2,36,57,Low-Engagement Reseller
1297,8/6/2024,Tier4+,6654,0,361,Fashion,2,5,0.11,347,TRUE,41,38,97,Ghost Reseller
1298,1/27/2024,Tier4+,1602,1,386,Fashion,111,29,0.14,7,FALSE,33,33,30,Social Catalyst
1299,3/26/2024,Tier3,10613,0,600,Home,0,0,0.07,77,TRUE,40,52,45,Ghost Reseller
1300,3/9/2024,Tier3,2108,0,361,Fashion,0,0,0.15,166,TRUE,40,33,62,Low-Engagement Reseller
1301,5/10/2024,Tier3,5300,0,319,Home,5,7,0.09,191,TRUE,42,35,67,Ghost Reseller
1302,12/13/2023,Tier3,12576,3,740,Beauty,138,45,0.15,25,FALSE,41,57,30,Niche Specialist
1303,3/5/2023,Tier2,3632,0,344,Beauty,1,2,0.05,184,TRUE,40,36,65,Niche Specialist
1304,1/28/2023,Tier4+,9315,0,468,Beauty,4,1,0.06,226,FALSE,1,46,73,Ghost Reseller
1305,7/1/2024,Tier2,13504,2,301,Fashion,36,12,0.07,2,FALSE,11,43,27,Low-Engagement Reseller
1306,11/12/2024,Tier2,7911,0,782,Fashion,4,2,0.05,154,FALSE,1,56,60,Ghost Reseller
1307,6/5/2024,Tier2,1622,2,395,Fashion,74,18,0.14,29,TRUE,62,34,33,Social Catalyst
1308,5/15/2023,Tier2,424,0,796,Fashion,2,3,0.06,115,FALSE,1,49,52,Low-Engagement Reseller
1309,12/9/2023,Tier2,4959,1,398,Fashion,174,56,0.14,23,TRUE,92,37,33,Social Catalyst
1310,3/27/2024,Tier4+,739,0,324,Fashion,4,0,0.12,108,TRUE,41,30,51,Low-Engagement Reseller
1311,2/3/2024,Tier2,7828,3,528,Home,189,54,0.14,28,FALSE,57,45,31,Niche Specialist
1312,8/7/2023,Tier4+,1605,0,777,Fashion,3,4,0.1,60,FALSE,1,49,42,Low-Engagement Reseller
1313,7/15/2024,Tier3,23904,0,407,Fashion,5,1,0.07,73,TRUE,42,58,44,Ghost Reseller
1314,2/25/2023,Tier3,2195,3,614,Fashion,93,25,0.14,6,TRUE,68,42,27,Social Catalyst
1315,10/20/2023,Tier2,850,1,493,Home,28,5,0.13,22,TRUE,48,37,33,Low-Engagement Reseller
1316,3/29/2023,Tier2,14412,1,376,Mixed,81,20,0.08,27,FALSE,24,47,34,Low-Engagement Reseller
1317,4/3/2023,Tier3,893,5,387,Home,47,10,0.14,11,FALSE,14,33,25,Low-Engagement Reseller
1318,10/21/2023,Tier2,2316,2,796,Fashion,159,45,0.14,13,FALSE,48,49,29,Social Catalyst
1319,8/8/2024,Tier2,1840,0,562,Home,0,3,0.14,87,TRUE,40,40,47,Low-Engagement Reseller
1320,3/21/2023,Tier4+,1516,0,768,Home,3,0,0.05,312,FALSE,1,49,90,Low-Engagement Reseller
1321,5/7/2024,Tier3,7838,0,567,Fashion,1,3,0.05,47,FALSE,0,48,39,Ghost Reseller
1322,4/12/2024,Tier2,440,0,781,Home,3,0,0.08,221,FALSE,1,48,72,Low-Engagement Reseller
1323,10/2/2023,Tier3,23954,2,369,Fashion,76,26,0.14,0,FALSE,23,55,27,Social Catalyst
1324,7/28/2024,Tier2,6542,2,396,Home,35,15,0.14,26,FALSE,11,39,32,Niche Specialist
1325,2/23/2023,Tier2,1720,0,388,Fashion,4,0,0.12,264,FALSE,1,34,81,Low-Engagement Reseller
1326,3/22/2023,Tier4+,14684,0,540,Home,5,4,0.07,141,TRUE,42,54,57,Ghost Reseller
1327,4/28/2023,Tier4+,8764,0,316,Beauty,4,0,0.08,338,FALSE,1,39,95,Ghost Reseller
1328,10/28/2023,Tier3,3224,2,359,Beauty,118,37,0.11,15,FALSE,35,34,30,Niche Specialist
1329,1/14/2024,Tier3,1533,0,625,Home,5,3,0.12,76,FALSE,2,43,45,Low-Engagement Reseller
1330,5/13/2024,Tier3,16926,3,394,Fashion,107,28,0.07,22,FALSE,32,50,30,Social Catalyst
1331,9/21/2024,Tier3,60599,2,673,Fashion,84,25,0.12,16,TRUE,65,103,30,Social Catalyst
1332,1/3/2024,Tier2,14354,2,304,Fashion,14,4,0.14,18,FALSE,4,43,30,Low-Engagement Reseller
1333,5/11/2023,Tier4+,4359,0,447,Beauty,5,0,0.13,237,TRUE,42,39,75,Niche Specialist
1334,3/20/2024,Tier4+,1774,1,505,Fashion,135,45,0.09,22,FALSE,41,39,33,Social Catalyst
1335,1/23/2024,Tier4+,2371,1,766,Fashion,92,25,0.08,16,FALSE,28,49,32,Social Catalyst
1336,6/21/2024,Tier4+,2070,0,516,Fashion,5,0,0.06,201,FALSE,2,40,69,Low-Engagement Reseller
1337,4/7/2024,Tier4+,908,0,419,Fashion,4,0,0.15,66,FALSE,1,34,43,Low-Engagement Reseller
1338,8/3/2024,Tier3,2201,0,724,Beauty,3,0,0.12,290,FALSE,1,47,86,Niche Specialist
1339,8/13/2024,Tier4+,9732,0,545,Beauty,0,0,0.15,107,FALSE,0,47,51,Ghost Reseller
1340,11/27/2023,Tier3,8267,0,476,Beauty,1,0,0.07,258,FALSE,0,45,79,Ghost Reseller
1341,8/24/2023,Tier2,3998,0,726,Fashion,5,6,0.13,237,FALSE,2,49,75,Low-Engagement Reseller
1342,1/23/2023,Tier4+,2292,0,774,Fashion,4,1,0.08,231,TRUE,41,50,74,Low-Engagement Reseller
1343,12/17/2024,Tier2,4935,2,654,Home,10,0,0.07,28,TRUE,43,48,32,Niche Specialist
1344,1/6/2024,Tier3,2714,0,318,Fashion,5,0,0.05,339,FALSE,2,34,95,Low-Engagement Reseller
1345,7/23/2023,Tier2,1908,0,692,Fashion,1,0,0.12,336,FALSE,0,45,94,Low-Engagement Reseller
1346,5/15/2023,Tier3,2018,0,637,Beauty,1,1,0.14,151,TRUE,40,43,59,Niche Specialist
1347,7/2/2024,Tier2,3002,0,721,Fashion,0,0,0.06,80,TRUE,40,49,45,Low-Engagement Reseller
1348,3/9/2024,Tier2,1792,0,483,Beauty,0,0,0.06,153,TRUE,40,39,59,Low-Engagement Reseller
1349,6/4/2024,Tier4+,6781,1,676,Beauty,100,26,0.08,30,FALSE,30,51,34,Niche Specialist
1350,6/6/2024,Tier4+,1397,0,795,Home,5,3,0.08,141,FALSE,2,50,57,Low-Engagement Reseller
1351,6/4/2023,Tier3,1401,0,459,Home,1,0,0.09,197,FALSE,0,37,68,Low-Engagement Reseller
1352,5/12/2023,Tier3,14755,0,453,Home,2,1,0.12,177,FALSE,1,49,64,Ghost Reseller
1353,4/11/2024,Tier4+,1074,0,508,Home,1,0,0.05,210,FALSE,0,39,70,Low-Engagement Reseller
1354,2/1/2023,Tier4+,1994,2,364,Fashion,78,21,0.11,22,TRUE,63,33,31,Social Catalyst
1355,11/29/2024,Tier2,2554,0,786,Mixed,0,0,0.07,276,FALSE,0,51,83,Low-Engagement Reseller
1356,10/23/2023,Tier3,2423,0,349,Fashion,2,6,0.05,102,FALSE,1,35,50,Low-Engagement Reseller
1357,1/6/2023,Tier4+,810,3,403,Home,84,21,0.13,4,FALSE,25,33,26,Low-Engagement Reseller
1358,9/8/2023,Tier4+,657,0,458,Home,0,5,0.07,143,FALSE,0,36,57,Low-Engagement Reseller
1359,2/24/2023,Tier3,733,1,440,Home,127,40,0.07,19,FALSE,38,36,32,Low-Engagement Reseller
1360,11/30/2024,Tier3,3975,0,523,Fashion,0,5,0.13,211,FALSE,0,41,70,Low-Engagement Reseller
1361,1/16/2024,Tier3,4880,0,628,Fashion,3,0,0.06,222,FALSE,1,47,73,Low-Engagement Reseller
1362,11/7/2024,Tier4+,3174,0,322,Fashion,3,0,0.08,138,FALSE,1,34,56,Low-Engagement Reseller
1363,7/16/2024,Tier2,10309,1,491,Fashion,194,61,0.11,26,TRUE,98,47,33,Social Catalyst
1364,4/27/2024,Tier3,1573,0,767,Home,2,3,0.12,356,FALSE,1,48,98,Low-Engagement Reseller
1365,9/21/2024,Tier3,14323,1,755,Fashion,165,55,0.1,5,FALSE,50,61,29,Social Catalyst
1366,4/13/2024,Tier3,3273,0,343,Home,1,0,0.08,347,FALSE,0,35,97,Niche Specialist
1367,6/18/2024,Tier4+,5592,3,777,Fashion,137,40,0.12,25,TRUE,81,52,30,Social Catalyst
1368,5/9/2024,Tier2,4808,0,565,Fashion,2,2,0.06,31,FALSE,1,45,36,Low-Engagement Reseller
1369,12/13/2024,Tier4+,26665,1,795,Fashion,125,37,0.12,2,FALSE,38,74,29,Social Catalyst
1370,6/15/2024,Tier3,1900,0,375,Fashion,4,0,0.12,299,FALSE,1,34,87,Low-Engagement Reseller
1371,1/20/2024,Tier3,1299,0,505,Fashion,1,0,0.1,336,FALSE,0,38,94,Low-Engagement Reseller
1372,7/15/2024,Tier3,3524,2,440,Fashion,93,29,0.08,21,FALSE,28,38,31,Social Catalyst
1373,5/28/2023,Tier3,2659,1,483,Fashion,16,9,0.15,20,FALSE,5,38,32,Low-Engagement Reseller
1374,3/2/2024,Tier3,4412,0,738,Fashion,4,0,0.07,121,FALSE,1,51,53,Low-Engagement Reseller
1375,5/1/2023,Tier4+,10427,0,451,Fashion,1,5,0.12,158,FALSE,0,45,60,Ghost Reseller
1376,1/3/2024,Tier4+,1188,2,528,Fashion,27,8,0.06,11,FALSE,8,40,29,Low-Engagement Reseller
1377,1/7/2024,Tier4+,3602,1,359,Fashion,189,52,0.06,30,TRUE,97,36,34,Social Catalyst
1378,3/16/2024,Tier2,3950,3,780,Fashion,102,32,0.12,12,FALSE,31,51,28,Social Catalyst
1379,10/14/2024,Tier3,2258,2,663,Fashion,54,13,0.13,18,FALSE,16,45,30,Social Catalyst
1380,6/10/2024,Tier3,21569,2,745,Fashion,73,24,0.07,3,TRUE,62,68,28,Social Catalyst
1381,5/7/2023,Tier4+,2251,0,613,Fashion,3,0,0.05,288,FALSE,1,44,85,Low-Engagement Reseller
1382,12/3/2023,Tier3,12307,1,694,Fashion,124,38,0.07,30,TRUE,77,57,34,Social Catalyst
1383,1/18/2024,Tier2,6207,2,303,Fashion,34,13,0.08,14,TRUE,50,36,30,Low-Engagement Reseller
1384,6/18/2024,Tier3,1612,5,487,Beauty,96,30,0.14,16,FALSE,29,37,26,Low-Engagement Reseller
1385,9/18/2023,Tier3,4392,0,531,Beauty,3,0,0.06,126,FALSE,1,43,54,Niche Specialist
1386,2/9/2024,Tier4+,9577,0,389,Home,2,3,0.14,35,TRUE,41,41,37,Ghost Reseller
1387,5/26/2024,Tier4+,2008,0,309,Home,1,0,0.12,154,FALSE,0,31,60,Niche Specialist
1388,6/9/2024,Tier3,7859,4,590,Mixed,139,41,0.12,7,FALSE,42,48,25,Low-Engagement Reseller
1389,12/7/2023,Tier4+,17125,1,516,Beauty,37,6,0.14,25,FALSE,11,54,33,Niche Specialist
1390,3/24/2024,Tier2,6034,0,609,Fashion,4,5,0.11,162,TRUE,41,47,61,Ghost Reseller
1391,5/26/2024,Tier3,6622,0,594,Home,3,5,0.09,302,FALSE,1,47,88,Ghost Reseller
1392,5/14/2023,Tier3,4235,0,618,Fashion,1,2,0.1,154,TRUE,40,45,60,Low-Engagement Reseller
1393,12/14/2024,Tier3,895,2,443,Beauty,103,30,0.07,1,TRUE,71,36,27,Low-Engagement Reseller
1394,1/12/2023,Tier4+,5133,0,696,Fashion,4,5,0.12,334,TRUE,41,49,94,Ghost Reseller
1395,12/5/2023,Tier3,1063,2,562,Beauty,154,41,0.13,29,FALSE,46,40,33,Low-Engagement Reseller
1396,2/21/2023,Tier4+,2026,5,773,Fashion,48,14,0.07,6,FALSE,14,50,24,Low-Engagement Reseller
1397,4/11/2024,Tier4+,1579,0,484,Fashion,3,0,0.13,302,FALSE,1,37,88,Low-Engagement Reseller
1398,5/9/2024,Tier2,1626,4,581,Home,118,39,0.14,22,FALSE,35,41,28,Low-Engagement Reseller
1399,5/22/2023,Tier3,9339,1,477,Fashion,191,58,0.05,4,FALSE,57,46,29,Social Catalyst
1400,10/10/2023,Tier4+,19162,0,455,Beauty,0,0,0.11,312,FALSE,0,54,90,Ghost Reseller
1401,5/2/2024,Tier2,1334,0,719,Home,0,3,0.15,235,FALSE,0,45,75,Low-Engagement Reseller
1402,8/18/2024,Tier3,13391,1,469,Fashion,41,15,0.06,0,FALSE,12,50,29,Low-Engagement Reseller
1403,7/24/2024,Tier3,7897,2,708,Fashion,117,35,0.12,14,FALSE,35,52,30,Social Catalyst
1404,4/25/2024,Tier3,1190,2,778,Fashion,121,37,0.09,4,TRUE,76,49,28,Social Catalyst
1405,4/29/2024,Tier2,475,1,374,Fashion,35,16,0.05,27,TRUE,51,34,34,Low-Engagement Reseller
1406,7/10/2024,Tier2,2010,0,555,Home,0,3,0.09,75,FALSE,0,41,44,Niche Specialist
1407,6/22/2024,Tier4+,34061,0,459,Mixed,4,5,0.14,154,TRUE,41,68,60,Ghost Reseller
1408,12/14/2024,Tier3,1652,0,706,Fashion,1,5,0.15,112,TRUE,40,45,51,Low-Engagement Reseller
1409,4/29/2024,Tier4+,6746,0,728,Home,5,1,0.1,32,FALSE,2,52,36,Ghost Reseller
1410,6/15/2024,Tier4+,1479,0,466,Home,5,0,0.11,51,FALSE,2,37,40,Low-Engagement Reseller
1411,11/16/2023,Tier3,4701,0,434,Fashion,5,4,0.09,170,TRUE,42,39,63,Low-Engagement Reseller
1412,8/14/2023,Tier3,1026,0,312,Fashion,1,0,0.13,256,FALSE,0,30,79,Low-Engagement Reseller
1413,9/2/2023,Tier3,2460,0,536,Home,1,1,0.14,32,TRUE,40,40,36,Niche Specialist
1414,6/5/2024,Tier3,4367,1,748,Beauty,64,18,0.05,20,FALSE,19,51,32,Niche Specialist
1415,4/29/2023,Tier3,1704,5,783,Mixed,183,56,0.08,9,FALSE,55,49,24,Low-Engagement Reseller
1416,8/25/2023,Tier4+,67098,0,400,Beauty,3,0,0.05,78,TRUE,41,101,45,Ghost Reseller
1417,12/12/2023,Tier4+,25144,0,770,Fashion,5,1,0.06,319,FALSE,2,73,91,Ghost Reseller
1418,6/15/2023,Tier2,20183,0,307,Fashion,3,4,0.05,256,FALSE,1,51,79,Ghost Reseller
1419,4/29/2023,Tier2,1319,0,554,Mixed,2,6,0.05,336,TRUE,41,41,94,Low-Engagement Reseller
1420,7/9/2023,Tier3,2652,0,797,Mixed,5,1,0.15,86,FALSE,2,50,46,Low-Engagement Reseller
1421,8/15/2023,Tier4+,3851,0,594,Fashion,2,2,0.12,79,FALSE,1,44,45,Low-Engagement Reseller
1422,12/12/2024,Tier2,7316,4,598,Fashion,120,33,0.14,16,TRUE,76,47,27,Social Catalyst
1423,4/29/2024,Tier3,9288,0,414,Beauty,1,0,0.09,88,FALSE,0,43,47,Ghost Reseller
1424,3/8/2023,Tier3,1435,1,735,Home,67,20,0.08,5,TRUE,60,47,29,Low-Engagement Reseller
1425,1/31/2023,Tier3,1865,1,583,Fashion,100,29,0.09,6,TRUE,70,42,30,Social Catalyst
1426,12/25/2024,Tier2,6407,0,469,Fashion,3,0,0.11,212,FALSE,1,42,71,Ghost Reseller
1427,6/28/2023,Tier2,3654,0,522,Fashion,4,0,0.1,132,TRUE,41,41,55,Low-Engagement Reseller
1428,4/23/2024,Tier3,1509,2,458,Beauty,97,31,0.15,14,FALSE,29,36,30,Low-Engagement Reseller
1429,1/14/2023,Tier4+,1456,5,602,Home,68,18,0.06,4,TRUE,60,43,23,Low-Engagement Reseller
1430,9/15/2023,Tier2,9755,0,458,Beauty,0,5,0.05,350,FALSE,0,46,97,Ghost Reseller
1431,9/2/2023,Tier3,2519,0,304,Fashion,5,4,0.06,185,FALSE,2,33,65,Low-Engagement Reseller
1432,11/13/2024,Tier3,8107,0,569,Fashion,0,2,0.13,311,FALSE,0,47,90,Ghost Reseller
1433,3/2/2024,Tier4+,717,0,458,Fashion,2,3,0.08,337,FALSE,1,36,95,Low-Engagement Reseller
1434,3/13/2024,Tier2,3713,0,638,Home,1,4,0.15,70,TRUE,40,45,43,Niche Specialist
1435,6/23/2023,Tier4+,1338,2,332,Home,119,38,0.05,7,TRUE,76,33,28,Low-Engagement Reseller
1436,1/15/2024,Tier3,16065,0,312,Beauty,1,0,0.08,66,FALSE,0,46,43,Ghost Reseller
1437,12/25/2023,Tier4+,2451,0,733,Mixed,0,2,0.06,305,FALSE,0,49,88,Low-Engagement Reseller
1438,4/30/2023,Tier2,2255,0,686,Home,0,0,0.11,267,TRUE,40,46,81,Niche Specialist
1439,1/15/2024,Tier4+,2858,0,321,Fashion,0,0,0.08,124,FALSE,0,33,54,Low-Engagement Reseller
1440,9/26/2024,Tier2,9245,0,386,Beauty,0,0,0.1,345,FALSE,0,42,96,Ghost Reseller
1441,11/29/2023,Tier3,3472,0,741,Fashion,5,1,0.1,162,TRUE,42,49,61,Low-Engagement Reseller
1442,7/11/2023,Tier2,1970,0,774,Home,3,4,0.05,303,FALSE,1,50,88,Low-Engagement Reseller
1443,3/27/2023,Tier4+,3701,0,714,Fashion,2,2,0.11,319,TRUE,41,48,91,Low-Engagement Reseller
1444,5/1/2024,Tier3,5500,1,701,Fashion,171,55,0.06,23,FALSE,51,51,33,Social Catalyst
1445,2/12/2024,Tier4+,928,2,613,Home,47,13,0.13,21,FALSE,14,41,31,Low-Engagement Reseller
1446,10/9/2023,Tier2,12983,0,577,Home,4,6,0.15,296,FALSE,1,52,87,Ghost Reseller
1447,10/22/2024,Tier2,4310,2,585,Fashion,127,36,0.15,0,FALSE,38,43,27,Social Catalyst
1448,10/21/2023,Tier3,27140,2,347,Mixed,61,21,0.12,2,FALSE,18,58,27,Low-Engagement Reseller
1449,12/30/2023,Tier3,1978,0,345,Home,5,0,0.11,80,FALSE,2,33,45,Low-Engagement Reseller
1450,1/23/2024,Tier4+,9804,0,673,Fashion,5,2,0.15,85,FALSE,2,52,46,Ghost Reseller
1451,9/30/2023,Tier3,2036,0,733,Fashion,2,6,0.09,79,FALSE,1,48,45,Low-Engagement Reseller
1452,11/3/2024,Tier2,1599,0,494,Beauty,5,0,0.09,36,FALSE,2,38,37,Low-Engagement Reseller
1453,12/27/2024,Tier2,1937,1,559,Fashion,96,31,0.14,27,FALSE,29,40,34,Social Catalyst
1454,3/14/2024,Tier4+,794,0,706,Fashion,3,0,0.07,34,TRUE,41,46,37,Low-Engagement Reseller
